,COLONIA,ALCALDIA,lat,lng
0,IRRIGACION,MIGUEL HIDALGO,19.4429549298,-99.2099357048
1,MARINA NACIONAL (U HAB),MIGUEL HIDALGO,19.4466319056,-99.1795110575
2,PEDREGAL DE STO DOMINGO VI,COYOACAN,19.3234027183,-99.1654676133
3,VILLA PANAMERICANA 7MA. SECCIN (U HAB),COYOACAN,19.304604269,-99.1677617231
4,VILLA PANAMERICANA 6TA. SECCIN (U HAB),COYOACAN,19.3112238873,-99.1696478642
5,SANTA CRUZ AVIACION,VENUSTIANO CARRANZA,19.4223039522,-99.0972147602
6,MAGDALENA  MIXHUCA,VENUSTIANO CARRANZA,19.407130147,-99.1181313602
7,COPILCO UNIVERSIDAD,COYOACAN,19.3361172512,-99.1826102146
8,MORALES SECCION ALAMEDA (POLANCO),MIGUEL HIDALGO,19.4337174017,-99.2048231931
9,AJUSCO HUAYAMILPAS,COYOACAN,19.3239679215,-99.1506176652
10,CHIMALISTAC,COYOACAN,19.3437968537,-99.1836820924
11,EL ARENAL PTO AEREO (FRACC),VENUSTIANO CARRANZA,19.4286918638,-99.0608757738
12,BAHIA (U HAB),VENUSTIANO CARRANZA,19.4164746958,-99.0833041984
13,CUADRANTE DE SAN FRANCISCO,COYOACAN,19.3426015251,-99.1634413109
14,EL RELOJ,COYOACAN,19.3182730247,-99.1409708841
15,EL MIRADOR,COYOACAN,19.302360178,-99.1090506054
16,LOS CIPRESES,COYOACAN,19.31922947,-99.1286608001
17,LOS CEDROS (FRACC),COYOACAN,19.3138052247,-99.113111117
18,CONSTITUCION DE LA REPUBLICA,GUSTAVO A. MADERO,19.4834013346,-99.1008831973
19,CASTILLO GRANDE (AMPL),GUSTAVO A. MADERO,19.5370255988,-99.1343412333
20,7 DE NOVIEMBRE,GUSTAVO A. MADERO,19.4604877521,-99.1204607447
21,INDUSTRIAL I,GUSTAVO A. MADERO,19.4737732535,-99.1240192961
22,TEPETATAL,GUSTAVO A. MADERO,19.5624244376,-99.1380859686
23,SAN PEDRO EL CHICO,GUSTAVO A. MADERO,19.4711734156,-99.0976237799
24,PEMEX LINDAVISTA (U HAB),GUSTAVO A. MADERO,19.5063694916,-99.1340096017
25,SAN JUAN III (U HAB),GUSTAVO A. MADERO,19.4807336276,-99.0951249141
26,GUADALUPE TEPEYAC,GUSTAVO A. MADERO,19.4680677606,-99.1203028744
27,GUADALUPE VICTORIA II,GUSTAVO A. MADERO,19.4719076043,-99.1409963107
28,LA PRADERA II (U HAB),GUSTAVO A. MADERO,19.4717015371,-99.0640666871
29,LA MALINCHE,GUSTAVO A. MADERO,19.4527555692,-99.1044431959
30,EX-ESCUELA DE TIRO,GUSTAVO A. MADERO,19.4537707513,-99.0997824587
31,GRACIANO SANCHEZ,GUSTAVO A. MADERO,19.5577319823,-99.1466396428
32,INDUSTRIAL II,GUSTAVO A. MADERO,19.4751417642,-99.1281743415
33,SAN FELIPE DE JESUS I,GUSTAVO A. MADERO,19.4975916881,-99.068562213
34,LA MAGDALENA PETLACALCO (PBLO),TLALPAN,19.2345462054,-99.1833497672
35,JUVENTUD UNIDA,TLALPAN,19.268822842,-99.1528661745
36,TLALPAN CENTRO,TLALPAN,19.2877936198,-99.1704866369
37,TLALMILLE,TLALPAN,19.2594963013,-99.1861685798
38,VERGEL DE COYOACAN-VERGEL DEL SUR,TLALPAN,19.3018048149,-99.1371575037
39,VILLA LAZARO CARDENAS,TLALPAN,19.2970032059,-99.1409452107
40,VERANO,TLALPAN,19.2651702366,-99.2004999119
41,TIERRA NUEVA,XOCHIMILCO,19.2659808577,-99.1193448586
42,REAL DEL SUR-VILLAS DEL SUR-RESIDENCIAL ACOXPA,TLALPAN,19.3004358284,-99.1232713617
43,RINCONADA (U HAB),TLALPAN,19.2863262588,-99.1351600362
44,SAN FRANCISCO TECOXPA (PBLO),MILPA ALTA,19.2003575283,-99.0025985595
45,SAN AGUSTIN OHTENCO (PBLO),MILPA ALTA,19.1943801873,-99.0124084803
46,ZONA ESCOLAR I,GUSTAVO A. MADERO,19.5389702954,-99.1501286865
47,AMSA,TLALPAN,19.2850123087,-99.1388689884
48,CALTONGO (BARR),XOCHIMILCO,19.2578760734,-99.0866169525
49,LA CONCHA,XOCHIMILCO,19.252396051,-99.1161535094
50,FUENTES BROTANTES MIGUEL HIDALGO (U HAB),TLALPAN,19.2817537126,-99.1857195712
51,ARENAL PUERTA TEPEPAN,TLALPAN,19.2856270814,-99.1500667563
52,FRACCIONAMIENTO COYUYA,IZTACALCO,19.4003710526,-99.114740351
53,SANTIAGO AHUIZOTLA (PBLO),AZCAPOTZALCO,19.476881606,-99.210669583
54,MANUEL RIVERA ANAYA CROC I (U HAB),AZCAPOTZALCO,19.5103634284,-99.1941460544
55,TIERRA NUEVA,AZCAPOTZALCO,19.4995186107,-99.2006422365
56,SAN FRANCISCO TETECALA (PBLO),AZCAPOTZALCO,19.4801640665,-99.1913765938
57,TRABAJADORES DEL HIERRO,AZCAPOTZALCO,19.4783717534,-99.1510764372
58,ATLAMPA,CUAUHTEMOC,19.4586445841,-99.1563686743
59,ASTURIAS (AMPL),CUAUHTEMOC,19.4071962945,-99.1310629695
60,TEZONTITLA-ZOMPANTITLA,TLAHUAC,19.3085274364,-99.0023174836
61,SAN PEDRO TLAHUAC (PBLO),TLAHUAC,19.270261466,-99.0099630061
62,DEL RECREO,AZCAPOTZALCO,19.472777425,-99.1841919942
63,SANTA FE,ALVARO OBREGON,19.3892631023,-99.2318957161
64,SANTA ROSA XOCHIAC (PBLO),ALVARO OBREGON,19.3251586908,-99.2891880497
65,TLACOYAQUE,ALVARO OBREGON,19.3214908934,-99.2651873681
66,RINCON DE LA BOLSA,ALVARO OBREGON,19.3316570659,-99.2528410078
67,CORPUS CHRISTY,ALVARO OBREGON,19.3609605736,-99.2476688989
68,BEJERO,ALVARO OBREGON,19.3811650716,-99.2454853927
69,SAN PEDRO XALPA (AMPL) I,AZCAPOTZALCO,19.4806755242,-99.2163596006
70,CANUTILLO PREDIO LA PRESA,ALVARO OBREGON,19.3623858593,-99.2310774136
71,BATALLON DE SAN PATRICIO (U HAB),ALVARO OBREGON,19.3715551921,-99.2065236645
72,LA CRUZ,IZTACALCO,19.4038142186,-99.1163623069
73,MOSCO CHINAMPA,IZTACALCO,19.3892461547,-99.1003711
74,PICOS IZTACALCO 1B,IZTACALCO,19.3890307661,-99.1107883223
75,GOLONDRINAS 2DA SECCION,ALVARO OBREGON,19.3764226922,-99.2170741343
76,GRAL C  A  MADRAZO,ALVARO OBREGON,19.3789240595,-99.2513109087
77,LADERA GRANDE O LA CEBADITA,ALVARO OBREGON,19.3805522891,-99.2370712397
78,LOMAS DE BECERRA ARVIDE (U HAB),ALVARO OBREGON,19.3830770974,-99.2068954912
79,CENTRO III,CUAUHTEMOC,19.4367707124,-99.1284523074
80,REFORMA POLITICA I,IZTAPALAPA,19.3374735259,-99.0289387026
81,SAN JOSE ACULCO,IZTAPALAPA,19.3763523321,-99.1003524115
82,SAN PEDRO (BARR),IZTAPALAPA,19.3655780363,-99.084795493
83,SAN JOSE BUENAVISTA,IZTAPALAPA,19.3204648149,-99.0343956858
84,SAN NICOLAS TOLENTINO II,IZTAPALAPA,19.3285912353,-99.0866038961
85,SINATEL,IZTAPALAPA,19.3612361681,-99.1322961236
86,EMILIANO ZAPATA (AMPL),IZTAPALAPA,19.3369686806,-98.9771221812
87,LA POLVORILLA,IZTAPALAPA,19.3211531804,-99.0481832532
88,GUADALUPE (BARR),IZTAPALAPA,19.3123505819,-99.0712746567
89,JARDINES DE CHURUBUSCO,IZTAPALAPA,19.3750935956,-99.1065419706
90,GRANJAS ESTRELLA II,IZTAPALAPA,19.3290512262,-99.0874920149
91,LOMAS DE ZARAGOZA,IZTAPALAPA,19.3535505274,-98.9974302415
92,LEYES DE REFORMA 1A SECCION,IZTAPALAPA,19.3610979639,-99.0710524141
93,1A AMPLIACION SANTIAGO ACAHUALTEPEC,IZTAPALAPA,19.3522227188,-99.0080836002
94,ZACAHUITZCO,IZTAPALAPA,19.3744993934,-99.1341858757
95,TORRE BLANCA (AMPL),MIGUEL HIDALGO,19.454722061,-99.1998072368
96,BOSQUES DE LAS LOMAS,CUAJIMALPA DE MORELOS,19.387664635,-99.257009164
97,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,19.3780779931,-99.2730173158
98,1o DE MAYO,CUAJIMALPA DE MORELOS,19.3392611311,-99.3231057374
99,SAN PEDRO CUAJIMALPA (PBLO),CUAJIMALPA DE MORELOS,19.3566633045,-99.2986516771
100,HEROES DE PADIERNA,LA MAGDALENA CONTRERAS,19.3133186911,-99.2244598454
101,SAN FRANCISCO,LA MAGDALENA CONTRERAS,19.3121234935,-99.2320678282
102,SAN BARTOLO AMEYALCO,LA MAGDALENA CONTRERAS,19.3269448397,-99.2445292328
103,CAZULCO (BARR),LA MAGDALENA CONTRERAS,19.2930570398,-99.2570721564
104,CAMPESTRE POTRERO,IZTAPALAPA,19.3300361384,-98.9782838499
105,CITLALLI,IZTAPALAPA,19.3406263956,-99.0228799803
106,EL MANTO,IZTAPALAPA,19.3494810302,-99.0824855308
107,IZTACCIHUATL,BENITO JUAREZ,19.3901661043,-99.1356606612
108,CREDITO CONSTRUCTOR,BENITO JUAREZ,19.3649337395,-99.1803228599
109,CIUDAD DE LOS DEPORTES,BENITO JUAREZ,19.3833904099,-99.1800637001
110,MIGUEL ALEMAN,BENITO JUAREZ,19.38979443,-99.1445299791
111,AO DE JUAREZ,IZTAPALAPA,19.3196159253,-99.0733441061
112,NONOALCO-TLATELOLCO (U HAB) I,CUAUHTEMOC,19.4549126344,-99.1480851254
113,ALBARRADAS (U HAB),IZTAPALAPA,19.3568039527,-99.0619454061
114,DOCTORES IV,CUAUHTEMOC,19.4119151507,-99.1518458397
115,ARGENTINA ANTIGUA,MIGUEL HIDALGO,19.4555189573,-99.2070212923
116,EMILIANO ZAPATA (AMPL),GUSTAVO A. MADERO,19.4641815773,-99.105828887
117,CHURUBUSCO TEPEYAC,GUSTAVO A. MADERO,19.487318877,-99.1377347959
118,PETROLERA,AZCAPOTZALCO,19.4851563111,-99.1999936446
119,NUEVO SAN RAFAEL (BARR),AZCAPOTZALCO,19.489087629,-99.1879981053
120,AMPLIACION MIGUEL HIDALGO 3A SECC,TLALPAN,19.2800027786,-99.2067698443
121,CALVARIO CAMISETAS,TLALPAN,19.2886860704,-99.1771884226
122,HACIENDA SAN JUAN-RINCON DE SAN JUAN-CHIMALI,TLALPAN,19.2894943988,-99.1431131067
123,COAPA 2A SECCION-RAMOS MILLAN,TLALPAN,19.2993295549,-99.1178052058
124,GABRIEL HERNANDEZ (AMPL) I,GUSTAVO A. MADERO,19.5033996519,-99.0976794122
125,NUEVA ATZACOALCO III,GUSTAVO A. MADERO,19.4933070974,-99.0893699551
126,SAN JUAN DE ARAGON (PBLO),GUSTAVO A. MADERO,19.4691610894,-99.0833866338
127,VILLA GUSTAVO A MADERO,GUSTAVO A. MADERO,19.4838855728,-99.1136012969
128,SAN JOSE DE LA ESCALERA,GUSTAVO A. MADERO,19.5263898566,-99.1654305574
129,TLACAELEL,GUSTAVO A. MADERO,19.5577777751,-99.1441062375
130,LA PURISIMA TICOMAN (BARR),GUSTAVO A. MADERO,19.513327401,-99.1371192044
131,LOMAS DE SAN JUAN IXHUATEPEC (2A SECCION),GUSTAVO A. MADERO,19.5093487457,-99.1085231417
132,MALVINAS MEXICANAS,GUSTAVO A. MADERO,19.4698714296,-99.063912307
133,SANTIAGO TULYEHUALCO (PBLO),XOCHIMILCO,19.2560114785,-99.0143000988
134,TEPEPAN (AMPL),XOCHIMILCO,19.2633712219,-99.1336360059
135,INFONAVIT PROLONGACION DIVISION DEL NORTE (U HAB),XOCHIMILCO,19.2715565489,-99.1167313946
136,LOS CERRILLOS III,XOCHIMILCO,19.2494911782,-99.0228226924
137,SANTA URSULA XITLA,TLALPAN,19.2807278004,-99.1786759609
138,PARRES EL GUARDA (PBLO),TLALPAN,19.1334723731,-99.1738871434
139,PRADO COAPA 3A SECCION-POTRERO ACOXPA,TLALPAN,19.2928840662,-99.1332307163
140,PEDREGAL DE LAS AGUILAS,TLALPAN,19.2718448318,-99.1757698606
141,ROCA DE CRISTAL,TLALPAN,19.2758238496,-99.1875612866
142,ALTOS TEPETLICA,XOCHIMILCO,19.2290416906,-99.1480639641
143,VILLA DEL PUENTE FOVISSSTE  (U HAB),TLALPAN,19.2967187981,-99.1062945383
144,GERTRUDIS SANCHEZ 2A SECCION,GUSTAVO A. MADERO,19.4661163616,-99.0994156082
145,FERNANDO CASAS ALEMAN,GUSTAVO A. MADERO,19.4524549794,-99.0959567289
146,LA JOYA,GUSTAVO A. MADERO,19.4570227241,-99.1088045338
147,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB),TLALPAN,19.2929862754,-99.1223852106
148,LA JOYA,TLALPAN,19.2809613683,-99.1644683679
149,LOS PASTORES,TLALPAN,19.197677655,-99.1513205563
150,IGNACIO CHAVEZ (U HAB),TLALPAN,19.296886063,-99.1043494595
151,LOS REYES,IZTACALCO,19.3962000156,-99.1163534082
152,EL RODEO,IZTACALCO,19.3934358221,-99.0853362419
153,AGUILAS 3ER PARQUE,ALVARO OBREGON,19.3526558934,-99.2200819351
154,ATLAMAYA,ALVARO OBREGON,19.3504605596,-99.2024453227
155,SAN PABLO XALPA (U HAB),AZCAPOTZALCO,19.5052057666,-99.1862562802
156,SAN MATEO,AZCAPOTZALCO,19.483157965,-99.1915338784
157,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,19.4811765098,-99.1863123775
158,LA ESTACION,TLAHUAC,19.3112429734,-99.0419860286
159,GRANJAS CABRERA,TLAHUAC,19.2999681697,-99.0628198932
160,SANTA CATARINA (AMPL),TLAHUAC,19.3215055118,-98.9624864705
161,AGRICOLA ORIENTAL II,IZTACALCO,19.3959920928,-99.0768078539
162,SAN PEDRO IZTACALCO,IZTACALCO,19.3941969308,-99.1292771199
163,PICOS IZTACALCO 2A,IZTACALCO,19.3883499483,-99.1066283945
164,BOSQUES DE TARANGO,ALVARO OBREGON,19.3471400096,-99.2540363753
165,AVE REAL,ALVARO OBREGON,19.3616916387,-99.2378476327
166,AVE REAL (AMPL),ALVARO OBREGON,19.3629686178,-99.2349632079
167,EL BOSQUE 2DA SECCION (AMPL),ALVARO OBREGON,19.3913132011,-99.200348314
168,EL RODEO,ALVARO OBREGON,19.3805177662,-99.2085422334
169,EL BOSQUE,ALVARO OBREGON,19.3928429751,-99.1972262323
170,EL ROSARIO B (U HAB),AZCAPOTZALCO,19.5122894348,-99.2014627166
171,EL ROSARIO A (U HAB),AZCAPOTZALCO,19.5109971625,-99.2075383458
172,FERRERIA (U HAB),AZCAPOTZALCO,19.4986990852,-99.1768064096
173,ISSFAM LAS ARMAS (U HAB),AZCAPOTZALCO,19.4856172582,-99.2164567554
174,FUENTES DE AZCAPOTZALCO-PARQUES DE AZCAPOTZALCO (U HAB),AZCAPOTZALCO,19.4750259943,-99.189716297
175,FLORIDA,ALVARO OBREGON,19.3570724615,-99.1803573802
176,LA HUERTA,ALVARO OBREGON,19.378785986,-99.2397056318
177,LOMAS DE LA ERA,ALVARO OBREGON,19.3211369234,-99.2626670718
178,MERCED GOMEZ,ALVARO OBREGON,19.3648350491,-99.2027877592
179,LOMAS DE LAS AGUILAS,ALVARO OBREGON,19.3465007437,-99.2358524117
180,MIGUEL HIDALGO,ALVARO OBREGON,19.3356095388,-99.2175849572
181,SANTA MARIA INSURGENTES,CUAUHTEMOC,19.4616940155,-99.1487845392
182,VILLA PROGRESISTA,ALVARO OBREGON,19.3559605378,-99.2424567321
183,ZOTOLTITLA,ALVARO OBREGON,19.3516610323,-99.2340982829
184,TORRES SAN PEDRO (U HAB),ALVARO OBREGON,19.3920276424,-99.1929531179
185,SAN GABRIEL,ALVARO OBREGON,19.379400292,-99.2559347626
186,TLAPECHICO,ALVARO OBREGON,19.3784995996,-99.2441419398
187,OCOTILLOS,ALVARO OBREGON,19.340395237,-99.2387141221
188,TORRES DE POTRERO,ALVARO OBREGON,19.3299977251,-99.2489825107
189,MIGUEL DE LA MADRID HURTADO,IZTAPALAPA,19.3436636595,-99.0031457223
190,PROGRESISTA,IZTAPALAPA,19.3565390093,-99.0677555447
191,INSURGENTES,IZTAPALAPA,19.3311127258,-99.0535903135
192,LAS AMERICAS (U HAB),IZTAPALAPA,19.3574678844,-99.0637556423
193,CUITLAHUAC (U HAB),IZTAPALAPA,19.3435008473,-99.063493347
194,SANTA MARIA LA RIBERA I,CUAUHTEMOC,19.4529587649,-99.1581421108
195,CE CUALLI OHTLI (U HAB),IZTAPALAPA,19.2917317756,-99.0730484336
196,FUEGO NUEVO,IZTAPALAPA,19.332680198,-99.099003631
197,EL MIRADOR,IZTAPALAPA,19.3363639036,-99.0977812089
198,GRANJAS SAN ANTONIO,IZTAPALAPA,19.3635725401,-99.1071949508
199,GAVILAN (U HAB),IZTAPALAPA,19.3588477846,-99.0749983474
200,SAN NICOLAS TOLENTINO I,IZTAPALAPA,19.3279607531,-99.0719007783
201,SAN PABLO (BARR),IZTAPALAPA,19.3589395065,-99.089076769
202,SANTA MARTHA ACATITLA SUR (AMPL),IZTAPALAPA,19.3643572184,-99.0211897528
203,TLANEZICALLI (U HAB),IZTAPALAPA,19.2907722709,-99.0750933752
204,VALLE DE LUCES I,IZTAPALAPA,19.3392919976,-99.0981583347
205,VALLE DE LUCES II,IZTAPALAPA,19.3398611262,-99.1047081057
206,VALLE DEL SUR,IZTAPALAPA,19.3478349377,-99.1149625504
207,SAN JUAN XALPA II,IZTAPALAPA,19.3341736263,-99.0806408261
208,SAN MIGUEL TEOTONGO II,IZTAPALAPA,19.3455275511,-98.9886713112
209,SANTA MARIA AZTAHUACAN (EJ) I,IZTAPALAPA,19.3592549794,-99.0326514487
210,2A AMPLIACION SANTIAGO ACAHUALTEPEC I,IZTAPALAPA,19.3494152675,-99.0139555547
211,TENORIOS (AMPL),IZTAPALAPA,19.3248133786,-99.0210404377
212,CRUZ BLANCA,CUAJIMALPA DE MORELOS,19.3136046799,-99.3224310568
213,EL YAQUI,CUAJIMALPA DE MORELOS,19.3616500112,-99.2834274349
214,LA PILA,CUAJIMALPA DE MORELOS,19.3108361744,-99.3358448413
215,EL GAVILLERO,LA MAGDALENA CONTRERAS,19.2812605506,-99.2554739881
216,PUEBLO NUEVO ALTO,LA MAGDALENA CONTRERAS,19.3043527761,-99.2531327647
217,PUENTE SIERRA,LA MAGDALENA CONTRERAS,19.3310832851,-99.212183564
218,SAN FRANCISCO (BARR),LA MAGDALENA CONTRERAS,19.3125851888,-99.2366074713
219,VISTA HERMOSA,LA MAGDALENA CONTRERAS,19.3127410831,-99.2534158751
220,CENTRO URBANO PRESIDENTE ALEMAN (U HAB),BENITO JUAREZ,19.3709709051,-99.1720773809
221,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,19.3604816772,-99.1587725365
222,SAN JOSE INSURGENTES,BENITO JUAREZ,19.3665119663,-99.1854669048
223,DEL VALLE IV,BENITO JUAREZ,19.3823000837,-99.1672694745
224,ANAHUAC LOS MANZANOS,MIGUEL HIDALGO,19.4458752755,-99.1844556553
225,ANGEL ZIMBRON,MIGUEL HIDALGO,19.4628012605,-99.189366828
226,CHAPULTEPEC POLANCO (POLANCO),MIGUEL HIDALGO,19.4291832801,-99.1968723529
227,DANIEL GARZA,MIGUEL HIDALGO,19.4051032197,-99.1990350528
228,LOS MORALES (POLANCO),MIGUEL HIDALGO,19.4372437076,-99.209970901
229,NEXTITLA,MIGUEL HIDALGO,19.4556030204,-99.1734535301
230,SAN DIEGO OCOYOACAC,MIGUEL HIDALGO,19.4677595999,-99.1968055621
231,TACUBA,MIGUEL HIDALGO,19.4563586061,-99.1870918714
232,TACUBAYA,MIGUEL HIDALGO,19.4006032464,-99.1878812024
233,ATLANTIDA,COYOACAN,19.3406690541,-99.1461752185
234,HACIENDAS DE COYOACAN (FRACC),COYOACAN,19.3028990497,-99.1121520766
235,INFONAVIT CULHUACAN ZONA 3 (U HAB),COYOACAN,19.3277685072,-99.1185970528
236,JARDINES DE COYOACAN (FRACC),COYOACAN,19.3138766032,-99.1269428754
237,CENTRO URBANO (U HAB),COYOACAN,19.306775491,-99.1744131397
238,AARON SAENZ,VENUSTIANO CARRANZA,19.4130523055,-99.1231427915
239,AMPL CARACOL,VENUSTIANO CARRANZA,19.4287474093,-99.0681509303
240,MERCED BALBUENA,VENUSTIANO CARRANZA,19.4203027064,-99.1237598471
241,PRIMERO DE MAYO,VENUSTIANO CARRANZA,19.4455700694,-99.1015708187
242,ROMERO RUBIO,VENUSTIANO CARRANZA,19.442250268,-99.0970501609
243,CENTRO I,VENUSTIANO CARRANZA,19.4328219759,-99.1223758498
244,AHUEHUETES,GUSTAVO A. MADERO,19.5459584432,-99.1313543451
245,COOPERATIVA LUIS ENRIQUE RODRGUEZ OROZCO (U HAB),GUSTAVO A. MADERO,19.5305341305,-99.1422830569
246,LA JOYITA,GUSTAVO A. MADERO,19.4654895799,-99.11695945
247,LA PRADERA I (U HAB),GUSTAVO A. MADERO,19.4742930011,-99.0626701827
248,RESIDENCIAL LA ESCALERA (FRACC),GUSTAVO A. MADERO,19.5087694126,-99.1370131231
249,MARTIRES DE RIO BLANCO,GUSTAVO A. MADERO,19.4600864209,-99.1137048528
250,PANAMERICANA (AMPL),GUSTAVO A. MADERO,19.4772089137,-99.1411565566
251,LA CASILDA,GUSTAVO A. MADERO,19.5552377202,-99.1228214553
252,GUADALUPE PROLETARIA (AMPL),GUSTAVO A. MADERO,19.5218195062,-99.1518191542
253,EMILIANO ZAPATA,GUSTAVO A. MADERO,19.4614825913,-99.1179257952
254,FAJA DE ORO,GUSTAVO A. MADERO,19.4658842506,-99.105109614
255,FOVISSSTE RIO DE GUADALUPE (U HAB),GUSTAVO A. MADERO,19.4728459857,-99.0883985149
256,XICALHUACAN,XOCHIMILCO,19.2535524342,-99.0808150209
257,SAN JUAN (BARR),XOCHIMILCO,19.2664665637,-99.106800049
258,SAN JOSE LAS PERITAS,XOCHIMILCO,19.2727339475,-99.1243007487
259,PROGRESO NACIONAL II,GUSTAVO A. MADERO,19.517889723,-99.1515697765
260,CHALMA DE GUADALUPE I,GUSTAVO A. MADERO,19.5568422715,-99.1524675781
261,51 LEGISLATURA,GUSTAVO A. MADERO,19.4834979487,-99.0930381289
262,SAN GREGORIO ATLAPULCO (PBLO),XOCHIMILCO,19.2603636603,-99.0545280376
263,SAN FRANCISCO TLALNEPANTLA (PBLO),XOCHIMILCO,19.1809191404,-99.1172533403
264,LOS CERRILLOS II,XOCHIMILCO,19.24386363,-99.0174003453
265,SAN FRANCISCO CHIQUIMOLA,XOCHIMILCO,19.2437393829,-99.0250960661
266,LOMAS DE TEXCALATLACO,TLALPAN,19.2388369545,-99.1525756282
267,FLORESTA-PRADO-VERGEL COAPA,TLALPAN,19.3030717807,-99.1284415001
268,EMILIO PORTES GIL PEMEX PICACHO (U HAB),TLALPAN,19.3018283538,-99.2196003578
269,FRESNO,TLALPAN,19.2777648351,-99.1899957163
270,SAN MIGUEL TEHUISCO-LOS ANGELES-AYOMETITLA,TLALPAN,19.210906922,-99.1584320216
271,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 7 (U HAB),TLALPAN,19.2907538355,-99.1237808711
272,SAN BARTOLO EL CHICO,TLALPAN,19.2844659144,-99.1325173478
273,PUEBLO QUIETO,TLALPAN,19.2982806376,-99.1594924821
274,AMPLIACION MIGUEL HIDALGO 2A SECC,TLALPAN,19.2824813125,-99.1978261289
275,CHICHICASPATL,TLALPAN,19.2758011618,-99.2435220526
276,AHUACATITLA,TLALPAN,19.2081173719,-99.1647116856
277,CHIMILLI,TLALPAN,19.2688365879,-99.2192686138
278,CUILOTEPEC II,TLALPAN,19.2678821532,-99.2315252649
279,SAN JUAN Y GUADALUPE TICOMAN (BARR),GUSTAVO A. MADERO,19.5210760958,-99.1297026043
280,SIETE MARAVILLAS,GUSTAVO A. MADERO,19.5153715011,-99.1449780013
281,XAXALIPAC,TLALPAN,19.1871361771,-99.1436974012
282,SAN PEDRO APOSTOL (BARR),TLALPAN,19.295944569,-99.1740342936
283,VILLA COAPA (RDCIAL),TLALPAN,19.2896524789,-99.1189445396
284,DEL MAR NORTE,TLAHUAC,19.2934455727,-99.0568349901
285,FRANCISCO VILLA,TLAHUAC,19.2488962528,-99.0013216913
286,PARAISO SANTA CATARINA,TLAHUAC,19.3238095302,-98.9769201262
287,EL MIRADOR - SANTA CATARINA,TLAHUAC,19.3124555463,-98.9730590579
288,ALFONSO XIII,ALVARO OBREGON,19.376324246,-99.1953893317
289,SAN MARCOS (BARR),AZCAPOTZALCO,19.4884891041,-99.1832352016
290,SANTA LUCIA (BARR),AZCAPOTZALCO,19.4782165936,-99.1970573157
291,SAN  MIGUEL AMANTLA (PBLO),AZCAPOTZALCO,19.4753364825,-99.2041463318
292,HOGAR Y SEGURIDAD/NUEVA SANTA MARIA,AZCAPOTZALCO,19.4685750161,-99.1684253459
293,MIGUEL HIDALGO (U HAB),AZCAPOTZALCO,19.493556967,-99.1985882261
294,OBRERO POPULAR,AZCAPOTZALCO,19.4639502989,-99.1746635362
295,PAULINO NAVARRO,CUAUHTEMOC,19.4117075418,-99.1299500041
296,SANTA FE (U HAB),ALVARO OBREGON,19.3885910972,-99.2065019762
297,REACOMODO PINO SUAREZ,ALVARO OBREGON,19.3958443317,-99.2044798053
298,LOS CEDROS,ALVARO OBREGON,19.3636765984,-99.2385158409
299,COVE,ALVARO OBREGON,19.4013337721,-99.197523785
300,FRANCISCO VILLA,ALVARO OBREGON,19.384008504,-99.2038288823
301,JALALPA (AMPL),ALVARO OBREGON,19.3778693046,-99.2331386165
302,CAROLA,ALVARO OBREGON,19.3856884328,-99.1965377288
303,ARTURO GAMIZ,ALVARO OBREGON,19.3552972342,-99.2549931716
304,TETELPAN,ALVARO OBREGON,19.3410225564,-99.2329466031
305,LOMAS DE PLATEROS (U HAB) I,ALVARO OBREGON,19.3675783145,-99.205523905
306,TLACOPAC,ALVARO OBREGON,19.3548552068,-99.1941742536
307,TLACOYAQUE (AMPL),ALVARO OBREGON,19.3218375279,-99.2687710311
308,ALGARIN,CUAUHTEMOC,19.4055862513,-99.1402683369
309,TEJOCOTE,ALVARO OBREGON,19.3828144788,-99.2177635982
310,GOLONDRINAS 1RA SECCION,ALVARO OBREGON,19.3806357263,-99.2114366361
311,HERON PROAL,ALVARO OBREGON,19.3580600774,-99.2300822984
312,GUADALUPE INN,ALVARO OBREGON,19.3567751115,-99.1872242695
313,LA MILAGROSA,ALVARO OBREGON,19.3504216485,-99.2379959471
314,INFONAVIT IZTACALCO (U HAB) I,IZTACALCO,19.3854482486,-99.1064197736
315,AGRICOLA METROPOLITANA,TLAHUAC,19.2908559361,-99.0525423524
316,AGRICOLA ORIENTAL V,IZTACALCO,19.3945154464,-99.0693355144
317,GUERRERO III,CUAUHTEMOC,19.4421924076,-99.1460093369
318,NUEVA ARGENTINA (ARGENTINA PONIENTE),MIGUEL HIDALGO,19.4626872812,-99.2040722382
319,CAFETALES II (RDCIAL),COYOACAN,19.3078478691,-99.1064917405
320,PORTAL DEL SOL,CUAJIMALPA DE MORELOS,19.350576986,-99.2695921683
321,EL OCOTAL,LA MAGDALENA CONTRERAS,19.2990530115,-99.2622348848
322,TEPETONGO,CUAJIMALPA DE MORELOS,19.3772949301,-99.2909603903
323,VALLE DE SAN LORENZO I,IZTAPALAPA,19.2975252584,-99.0772569339
324,JUAN ESCUTIA III,IZTAPALAPA,19.3862594268,-99.0324549665
